Sale ID,Model,Color,Manufacture Year,Sale Year,State,Sale Price USD,Customer Age,Gender,Sales Channel,Payment Method,Delivery Status,Delivery Days,Battery Capacity kWh,Range km,Charging Time (Hrs),Service Plan Opted,Warranty Years,Referral Code Used,Trade In Used
SALE100216,Model S,White,2017,2021,Texas,82202.99,47,Female,Online,Loan,Pending,29,100,439.6,1.7,No,6,Yes,No
SALE100217,Model Y,White,2021,2021,California,54786.81,22,Female,In-store,Cash,Delivered,10,100,478.9,1.4,Yes,5,No,No
SALE100218,Model 3,White,2023,2022,Texas,49109.61,21,Female,Third-party Dealer,Cash,Delivered,20,60,383.2,11.37,Yes,5,Yes,No
SALE100219,Model 3,Blue,2022,2020,Texas,35655,22,Female,In-store,Cash,Delivered,16,60,428.6,10.61,Yes,3,No,No
SALE100220,Model S,Black,2019,2022,New York,45519.09,26,Male,Online,Loan,Delivered,2,85,561.1,8.96,Yes,4,Yes,No
SALE100221,Cybertruck,Blue,2022,2020,Texas,36210.88,71,Female,Online,Lease,Delivered,2,50,535.6,6.24,Yes,5,Yes,No
SALE100222,Model S,White,2020,2019,Texas,73930.47,69,Female,Online,Loan,Pending,19,100,394.1,6.42,No,5,No,No
SALE100223,Model S,White,2024,2023,California,68729,56,Female,Online,Cash,Delivered,1,85,476.8,3.45,No,5,No,No
SALE100224,Model X,Silver,2024,2024,New York,55150.04,73,Male,Third-party Dealer,Loan,Delivered,13,50,401.6,11.65,Yes,7,No,No
SALE100225,Model 3,Blue,2019,2019,New York,46561.67,66,Female,Online,Lease,Delivered,6,75,338.8,9.45,Yes,5,Yes,No
SALE100226,Model S,White,2020,2022,Florida,76729.82,35,Male,In-store,Loan,Delivered,17,50,469.1,5.87,No,2,No,No
SALE100227,Model 3,Silver,2024,2022,California,61459.8,25,Male,Online,Cash,Delivered,25,75,332.4,7.58,No,4,Yes,No
SALE100228,Model Y,Red,2020,2021,Texas,34941.26228,68,Female,Online,Loan,Delivered,19,85,434.5,4.47,Yes,5,No,No
SALE100229,Model 3,Black,2020,2022,Washington,61424.29,35,Female,Third-party Dealer,Loan,Delivered,1,75,609,9.39,No,5,No,No
SALE100230,Model Y,Black,2024,2020,California,79409.42,51,Male,Online,Lease,Delivered,18,60,515.9,6.56,No,5,Yes,No
SALE100231,Model S,Red,2020,2020,Texas,79004.31,39,Female,Online,Loan,Delivered,23,60,361.8,9.72,Yes,5,No,No
SALE100233,Model Y,White,2024,2023,Texas,45235.22,41,Female,Online,Cash,Delivered,4,85,384.2,1.34,Yes,6,No,No
SALE100234,Model 3,White,2024,2021,Illinois,70815.64,67,Female,Online,Lease,Delivered,3,75,522.3,11.08,Yes,5,No,No
SALE100235,Model 3,Blue,2024,2022,Washington,67963.81,72,Male,Online,Cash,Delivered,1,100,446.1,2.89,Yes,2,Yes,No
SALE100236,Model Y,Blue,2023,2021,California,48513.79,27,Female,Online,Lease,Delivered,3,75,343.5,6.54,No,3,No,No
SALE100237,Cybertruck,White,2024,2022,New York,62640.95,29,Female,Online,Lease,Delivered,2,60,580.3,9.36,No,5,No,No
SALE100238,Model Y,White,2020,2022,Texas,56575.46,22,Female,Online,Cash,Delivered,12,100,307.3,5.15,Yes,7,No,No
SALE100240,Model 3,Blue,2024,2023,California,75594.1,51,Female,Online,Lease,Delivered,3,50,511.8,7.08,No,5,No,No
SALE100241,Model Y,Silver,2020,2023,California,62969.91,18,Female,In-store,Loan,Delivered,17,50,411.2,5.14,No,5,No,Yes
SALE100242,Model Y,Black,2024,2021,Texas,64619.28,71,Female,In-store,Lease,Delivered,19,60,443.2,7.42,Yes,4,No,No
SALE100243,Model Y,White,2024,2020,Texas,50695.64,23,Male,In-store,Cash,Delivered,13,60,414.1,9.86,Yes,4,No,No
SALE100244,Model 3,Silver,2022,2018,California,32119.58,70,Female,In-store,Loan,Delivered,5,60,475.2,0.9,No,5,No,No
SALE100245,Model Y,Blue,2024,2024,Texas,46177.33,70,Female,Online,Lease,Cancelled,7,100,345.7,9.92,Yes,4,No,No
SALE100246,Model 3,White,2017,2022,Washington,68318.1,31,Female,Online,Lease,Delivered,21,75,600.6,3.84,No,5,No,No
SALE100247,Model Y,Black,2019,2023,California,35796.79,40,Male,Online,Loan,Delivered,14,50,399.3,5.49,No,7,No,No
SALE100248,Model Y,Silver,2023,2024,California,67470.2,25,Male,Online,Loan,Delivered,7,60,415.7,2.87,No,4,No,No
SALE100249,Model S,Silver,2018,2021,Washington,48175.14,57,Male,Online,Lease,Delivered,19,85,403,5.15,Yes,5,No,No
SALE100250,Model 3,Blue,2022,2021,Florida,58525.43,24,Male,In-store,Cash,Delivered,24,60,503,11.37,No,5,Yes,No
SALE100251,Model 3,Black,2024,2020,New York,57100.03,68,Female,Online,Loan,Delivered,7,85,443.2,9.38,No,3,No,No
SALE100252,Model X,Silver,2024,2022,California,70074.01,63,Female,In-store,Cash,Delivered,26,85,446.1,4.54,Yes,5,Yes,No
SALE100253,Model 3,Black,2022,2023,California,45458.88,73,Male,In-store,Loan,Pending,27,85,521.3,1.28,Yes,6,No,No
SALE100254,Model 3,Silver,2024,2023,Texas,57950.4,46,Male,In-store,Cash,Delivered,29,85,471.6,11.01,No,4,No,No
SALE100255,Model 3,Red,2022,2022,Washington,74957.3,72,Male,In-store,Lease,Delivered,1,50,459.1,11.88,No,5,No,No
SALE100256,Model Y,Silver,2024,2024,California,62503.39,28,Female,Third-party Dealer,Lease,Delivered,12,85,475.3,10.38,Yes,5,No,No
SALE100257,Model Y,White,2022,2022,Texas,74775.36,55,Female,In-store,Loan,Delivered,21,60,341.3,4.1,No,2,No,No
SALE100258,Model 3,Blue,2024,2024,Florida,40121.3,57,Female,In-store,Loan,Delivered,24,50,499.6,2.79,No,6,Yes,No
SALE100259,Model 3,Red,2021,2020,Florida,59386.75,55,Female,Online,Cash,Delivered,8,50,384.9,5.86,Yes,5,No,No
SALE100260,Model 3,Black,2023,2020,California,75607.25,73,Male,Online,Loan,Pending,26,85,473.4,3.28,Yes,7,No,Yes
SALE100262,Model Y,Silver,2019,2021,Illinois,53242.88,25,Male,Online,Loan,Delivered,2,100,528.6,1.97,Yes,3,No,No
SALE100263,Model Y,Red,2024,2023,Washington,53654.82,19,Male,Online,Cash,Pending,19,75,512.8,3.45,Yes,6,No,No
SALE100264,Model 3,Silver,2023,2023,Texas,37107.38,63,Female,Online,Cash,Delivered,29,75,349.7,3.4,No,5,No,Yes
SALE100265,Model X,Silver,2015,2022,New York,59554.99,42,Male,Online,Loan,Delivered,21,100,417.7,8.87,No,7,No,No
SALE100266,Model 3,Silver,2022,2019,Texas,35368.99,37,Female,Online,Lease,Delivered,21,60,374.8,2.14,Yes,5,No,Yes
SALE100267,Model Y,White,2023,2023,Florida,65741.36,21,Male,In-store,Lease,Pending,16,100,492.2,1.57,Yes,7,Yes,No
SALE100268,Model 3,White,2024,2021,Illinois,57449.17,68,Female,In-store,Lease,Delivered,20,50,522.9,3.6,Yes,7,No,No
SALE100269,Cybertruck,Silver,2021,2020,Florida,99295.2,44,Male,In-store,Loan,Delivered,9,60,406.2,6.85,Yes,4,Yes,No
SALE100270,Model 3,Black,2020,2023,California,41416.42,44,Female,Online,Lease,Delivered,25,50,592.4,9.47,Yes,5,No,No
SALE100271,Model Y,Red,2022,2021,California,75542.59,57,Male,In-store,Lease,Delivered,5,75,333,10.02,Yes,6,No,No
SALE100272,Model 3,Black,2023,2020,Illinois,42409.18,53,Female,In-store,Lease,Delivered,18,60,329,5.88,No,6,No,No
SALE100273,Model 3,Silver,2024,2022,Texas,51152.28,30,Female,Online,Loan,Cancelled,5,85,488.1,11.87,Yes,6,No,No
SALE100274,Model 3,Red,2021,2019,Illinois,49061.04,69,Female,In-store,Lease,Pending,17,85,514.3,3.63,Yes,6,No,No
SALE100275,Model 3,Silver,2017,2022,California,44265.22,58,Female,In-store,Lease,Pending,22,50,506.4,11.71,No,7,No,No
SALE100276,Model 3,Black,2024,2020,New York,53008.96,43,Female,Online,Cash,Delivered,27,75,392.9,5.38,No,6,No,Yes
SALE100277,Cybertruck,Blue,2024,2023,Illinois,42781.05,21,Male,Online,Cash,Cancelled,20,50,419.1,7.99,No,5,No,No
SALE100278,Model X,Blue,2021,2021,Texas,38593.93,57,Male,Online,Cash,Delivered,3,75,472.8,2.86,Yes,7,No,Yes
SALE100279,Model 3,Black,2019,2022,California,77447.8,69,Male,Online,Lease,Delivered,27,100,302.5,3.05,Yes,5,No,No
SALE100280,Model Y,Silver,2023,2024,Texas,56971.9,21,Male,In-store,Lease,Pending,1,60,384,6.76,Yes,6,No,No
SALE100281,Model Y,Silver,2024,2021,California,76313.07,64,Male,In-store,Lease,Delivered,11,85,369.4,4.63,Yes,3,No,No
SALE100282,Model Y,Black,2024,2023,California,47814.05,46,Female,Online,Loan,Delivered,15,75,537.4,2.63,Yes,5,No,No
SALE100283,Model Y,White,2023,2020,New York,45925.29,64,Female,In-store,Loan,Pending,11,60,498.6,4.27,No,6,No,No
SALE100284,Model Y,Red,2024,2018,California,52943.97,21,Male,In-store,Lease,Delivered,2,100,446.1,4.98,Yes,4,No,No
SALE100285,Model 3,Black,2023,2022,Texas,64199.68,39,Male,Online,Lease,Delivered,25,85,573.8,5.84,No,6,No,No
SALE100286,Model Y,White,2024,2024,New York,56243.85,50,Female,Online,Loan,Delivered,25,75,464.7,4.45,Yes,5,No,No
SALE100287,Model Y,White,2022,2023,New York,51971.72,18,Female,Online,Lease,Delivered,5,50,475.9,5.33,Yes,5,No,No
SALE100288,Model Y,White,2021,2021,Florida,57540.49,55,Female,Online,Cash,Delivered,11,60,566,11.54,Yes,6,No,No
SALE100289,Model 3,White,2024,2022,Texas,60774.31,42,Female,Online,Lease,Pending,26,50,424.6,3.18,Yes,5,No,No
SALE100290,Cybertruck,Red,2021,2019,Texas,38739.27,65,Male,Online,Loan,Delivered,2,75,309,1.34,No,5,No,No
SALE100291,Model 3,Blue,2024,2024,New York,23541.67,57,Female,Online,Lease,Delivered,9,100,460.6,4.47,Yes,4,No,No
SALE100292,Model Y,Red,2024,2022,New York,56262.64,53,Male,Online,Lease,Delivered,21,60,442.4,4.75,Yes,5,No,No
SALE100293,Model Y,Red,2024,2022,New York,83678.23,73,Male,Online,Lease,Delivered,5,100,504.9,2.79,No,5,No,No
SALE100294,Model Y,Silver,2020,2020,California,51571.24,31,Female,Online,Cash,Delivered,12,60,380.8,6.62,Yes,4,No,No
SALE100295,Model 3,White,2020,2023,California,54530.76,59,Male,Third-party Dealer,Cash,Delivered,12,60,476.2,4.07,No,6,Yes,No
SALE100296,Model X,Silver,2023,2022,Texas,69625.59,69,Female,Online,Lease,Delivered,2,75,473.9,11.08,Yes,5,Yes,No
SALE100297,Model 3,Black,2017,2021,New York,75891.68,44,Female,Online,Lease,Pending,22,75,403.7,9.1,Yes,4,No,No
SALE100298,Model Y,Red,2024,2021,New York,38167.04,62,Male,In-store,Loan,Delivered,11,75,427,4.39,Yes,6,No,No
SALE100299,Model S,Silver,2022,2022,California,36718.68,30,Male,In-store,Lease,Delivered,12,50,447.8,6.31,No,5,Yes,No
SALE100300,Model 3,Red,2017,2022,California,49622.73,64,Male,Online,Cash,Pending,18,75,286.2,1.07,Yes,7,No,Yes
SALE100301,Model S,Red,2024,2023,California,50637.64,57,Female,Online,Cash,Delivered,14,60,380.7,10.32,No,5,No,No
SALE100302,Model Y,Silver,2024,2021,California,67033.14,25,Female,In-store,Cash,Delivered,19,75,484.6,3.66,No,5,Yes,No
SALE100303,Model Y,Silver,2018,2020,Texas,99945.8,31,Male,Third-party Dealer,Lease,Delivered,13,60,494,3.85,Yes,5,Yes,No
SALE100304,Model 3,Blue,2023,2021,California,81745.11,67,Female,Online,Cash,Delivered,2,60,501.8,2.06,No,6,Yes,No
SALE100305,Model X,Black,2023,2020,California,62725.32,29,Male,Online,Cash,Delivered,24,100,421.6,10.3,No,5,No,No
SALE100306,Model S,Black,2024,2022,Texas,47206.14,35,Female,Online,Cash,Delivered,4,75,425.9,5.38,No,5,No,No
SALE100307,Model Y,Black,2021,2018,Texas,59034.16,19,Male,Third-party Dealer,Cash,Delivered,23,85,492.2,1.1,Yes,4,No,No
SALE100308,Model Y,White,2021,2019,Texas,93623.65,46,Male,Online,Lease,Delivered,16,60,430,7.57,No,3,No,No
SALE100309,Model Y,Red,2018,2022,California,80866.36,59,Male,Online,Cash,Delivered,5,75,451.8,11.66,Yes,6,No,Yes
SALE100310,Model 3,White,2023,2024,Texas,40813.05,58,Male,Online,Lease,Delivered,16,50,531.7,1.95,No,7,No,No
SALE100311,Model S,White,2024,2024,California,88541.36,72,Male,In-store,Loan,Delivered,21,100,513.9,4,Yes,5,Yes,No
SALE100312,Model X,Silver,2024,2020,Washington,61451.43,65,Female,Online,Cash,Pending,8,50,460.2,1.68,No,3,No,No
SALE100313,Cybertruck,Black,2022,2022,Florida,38795.13,33,Female,In-store,Lease,Delivered,5,85,432.9,10.3,No,5,No,No
SALE100314,Model 3,White,2024,2024,California,41290.76,26,Female,Online,Loan,Delivered,4,75,394.5,11.85,Yes,6,No,No
SALE100315,Model Y,White,2023,2022,Florida,59355.5,57,Male,Online,Cash,Pending,7,75,434.6,1.78,Yes,5,No,No
SALE100316,Model X,White,2017,2022,New York,46739.28,22,Male,Online,Loan,Delivered,6,60,451.7,10.81,Yes,6,No,No
SALE100317,Model Y,Blue,2022,2021,California,75274.96,37,Female,Third-party Dealer,Lease,Delivered,27,60,448.7,3.94,Yes,2,Yes,No
SALE100318,Model S,White,2024,2022,Texas,55697.96,38,Male,In-store,Loan,Delivered,22,85,426,2.57,No,3,No,No
SALE100319,Model 3,White,2015,2019,California,55469.3,31,Female,In-store,Lease,Delivered,21,85,423.4,5.26,No,5,No,No
SALE100320,Model S,Red,2024,2024,New York,70181.43,49,Male,Online,Lease,Delivered,11,85,472.8,9.39,Yes,5,No,No
SALE100321,Model X,Red,2020,2022,California,60062.03,70,Female,Online,Loan,Delivered,15,75,591.1,0.62,Yes,5,Yes,No
SALE100323,Model Y,Silver,2022,2022,California,67755.5,66,Female,Online,Lease,Delivered,14,60,445.6,7.57,No,6,No,No
SALE100324,Model Y,Blue,2024,2023,California,62898.66,51,Male,Online,Cash,Delivered,28,85,553.1,10.49,No,5,No,No
SALE100325,Model 3,White,2020,2022,California,51013.61,32,Male,In-store,Loan,Delivered,20,100,537.2,6.14,Yes,5,No,No
SALE100326,Model 3,White,2021,2023,Texas,64862.65,20,Male,Online,Cash,Pending,24,100,469.1,9.28,Yes,4,No,No
SALE100327,Model Y,Silver,2024,2020,Texas,60119.5,60,Female,In-store,Loan,Delivered,20,60,407.1,8.86,No,5,No,No
SALE100328,Model Y,Black,2023,2021,Illinois,62805.65,35,Male,In-store,Lease,Delivered,22,75,371.5,8.91,No,5,No,Yes
SALE100329,Model X,White,2024,2022,Texas,44216.54,22,Male,Online,Lease,Delivered,27,75,522,9.42,Yes,5,Yes,No
SALE100330,Model S,White,2024,2022,Illinois,59388.72,22,Female,Online,Lease,Delivered,16,50,459.1,10.3,No,5,No,No
SALE100332,Model X,White,2023,2020,California,82528.99,44,Male,Third-party Dealer,Lease,Delivered,22,75,434.4,11.16,No,4,Yes,No
SALE100333,Model X,Red,2019,2023,Illinois,36691.1,60,Male,In-store,Lease,Delivered,26,100,578.7,6.97,No,4,No,No
SALE100334,Model 3,Black,2022,2022,Texas,57292.33,30,Male,In-store,Lease,Pending,25,75,363.7,0.57,Yes,5,Yes,No
SALE100335,Model Y,Red,2024,2022,Texas,69797.19,69,Male,Online,Loan,Delivered,4,85,401.3,9.61,No,7,No,No
SALE100336,Model Y,White,2021,2019,California,57912.43,19,Male,Online,Lease,Delivered,12,75,461.2,0.99,No,5,No,No
SALE100337,Model X,Black,2016,2022,Texas,53879.17,67,Male,Online,Loan,Delivered,14,50,367.3,3.88,Yes,2,No,No
SALE100338,Model 3,Silver,2020,2022,California,63742.23,22,Male,Online,Loan,Delivered,3,75,424.6,3.67,No,4,No,No
SALE100339,Model 3,Black,2023,2020,Texas,67426.57,71,Male,In-store,Loan,Delivered,10,75,530.4,5.43,Yes,6,No,No
SALE100340,Model 3,Black,2020,2021,Washington,58749.58,63,Female,Online,Lease,Cancelled,5,100,436.5,8.44,Yes,5,Yes,No
SALE100341,Model 3,Blue,2024,2019,New York,63265.66,43,Male,Online,Lease,Delivered,1,60,384.7,2.23,Yes,4,Yes,No
SALE100342,Model 3,White,2024,2021,New York,41940.04,41,Male,Third-party Dealer,Loan,Delivered,4,50,481,2.97,Yes,5,No,No
SALE100343,Model Y,White,2023,2021,Illinois,51694.26,53,Female,Online,Lease,Delivered,12,60,472.2,7.96,Yes,6,No,No
SALE100344,Model 3,Blue,2023,2020,Florida,52323.83,72,Female,In-store,Lease,Cancelled,25,60,286.4,9.73,No,5,No,No
SALE100345,Model Y,Black,2023,2022,Florida,52978.4,56,Female,In-store,Loan,Delivered,27,60,487.7,3.94,No,5,No,No
SALE100346,Model 3,Blue,2021,2022,California,67988.51,41,Female,Online,Loan,Pending,12,60,301.2,6.46,Yes,3,Yes,No
SALE100347,Model S,Black,2022,2021,Texas,64336.01,63,Male,Third-party Dealer,Lease,Delivered,25,75,372.6,1.29,Yes,5,No,No
SALE100348,Model Y,White,2024,2019,Florida,42854.79,44,Male,Online,Cash,Pending,8,50,444.7,6.22,No,4,No,No
SALE100349,Model 3,White,2024,2022,New York,62374.37,51,Male,Online,Lease,Delivered,18,100,499.5,2.48,Yes,4,No,No
SALE100350,Model Y,White,2021,2022,Texas,55264.59,44,Male,Online,Lease,Delivered,20,85,510.9,1.2,Yes,5,No,No
SALE100351,Model Y,Silver,2016,2023,Illinois,80299.24,26,Male,Online,Loan,Pending,4,100,597,11.54,Yes,7,No,No
SALE100352,Model Y,Blue,2020,2020,California,56413.07,32,Female,In-store,Cash,Delivered,29,60,642.5,10.8,No,5,Yes,No
SALE100353,Model 3,White,2023,2020,California,52642.59,49,Female,Online,Lease,Delivered,19,100,416.4,10.15,Yes,3,No,No
SALE100354,Model X,Blue,2024,2022,Illinois,30494.94,69,Female,Online,Lease,Delivered,17,60,564.8,9.76,No,7,No,No
SALE100355,Model S,Silver,2024,2022,Texas,51360.31,27,Male,Online,Lease,Delivered,10,85,463,11.05,No,6,No,No
SALE100356,Model S,Blue,2017,2021,California,59056.27,54,Female,Online,Cash,Cancelled,2,50,369,3.27,No,2,No,No
SALE100357,Model 3,Black,2020,2023,California,72500.98,53,Female,Online,Lease,Delivered,27,100,488,3.54,No,5,No,No
SALE100358,Model 3,Silver,2020,2018,New York,46921.87,19,Female,Online,Loan,Pending,28,85,659.1,6.58,Yes,5,Yes,No
SALE100359,Model Y,Silver,2022,2021,Illinois,65253.48,34,Female,Online,Loan,Delivered,26,85,255.8,7.32,Yes,5,No,No
SALE100360,Model S,Black,2024,2020,California,62838.06,33,Female,In-store,Cash,Delivered,9,85,460.5,7.61,No,4,No,No
SALE100361,Model 3,Blue,2018,2022,Texas,56766.81,33,Female,Third-party Dealer,Loan,Pending,20,75,305.5,10.59,No,6,No,No
SALE100362,Model Y,Silver,2021,2022,California,46834.32,34,Male,Online,Lease,Delivered,17,85,317.3,2.81,No,3,Yes,No
SALE100363,Model X,Silver,2024,2024,California,77102.64,63,Female,Online,Loan,Delivered,5,100,433.3,8.52,Yes,4,No,No
SALE100364,Model 3,Black,2020,2018,Texas,44521.36,33,Male,In-store,Lease,Pending,28,100,407.2,10.01,No,3,No,No
SALE100365,Model 3,Silver,2024,2019,Texas,59501.71,40,Female,Online,Cash,Delivered,18,100,435.3,2.02,Yes,5,No,No
SALE100366,Model 3,Black,2024,2022,Texas,31532.94,20,Female,Online,Cash,Pending,1,60,584.7,4.91,No,5,No,No
SALE100367,Model 3,White,2024,2023,Texas,59351.97,43,Male,In-store,Lease,Delivered,7,75,439,8.67,No,5,Yes,No
SALE100368,Model Y,Silver,2020,2022,California,29388.45,22,Female,Online,Loan,Delivered,20,85,363.4,4.64,Yes,3,No,No
SALE100369,Model Y,Silver,2024,2024,California,65356.71,27,Male,Online,Loan,Cancelled,5,85,433.1,3.58,Yes,7,Yes,No
SALE100370,Model Y,Black,2020,2022,New York,76004.71,60,Male,Online,Cash,Delivered,12,100,412.9,6.31,No,7,No,No
SALE100371,Model X,Black,2024,2022,California,68658.05,47,Female,Online,Lease,Delivered,16,85,425.3,9.94,Yes,4,No,No
SALE100372,Cybertruck,Silver,2022,2023,Illinois,78685.27,20,Female,In-store,Loan,Delivered,28,100,366.3,0.52,Yes,5,No,No
SALE100373,Model X,White,2019,2024,Texas,62705.65,31,Female,In-store,Cash,Pending,17,60,463.4,7.75,Yes,4,No,No
SALE100374,Model S,Black,2022,2022,Texas,66096.15,28,Male,Online,Loan,Delivered,1,85,484,9.58,No,5,No,No
SALE100375,Model Y,Black,2024,2022,Texas,37247.22,55,Male,In-store,Lease,Delivered,14,60,470.5,3.86,No,5,No,No
SALE100377,Model 3,Red,2024,2020,New York,34046.19,22,Male,Online,Loan,Delivered,2,75,378.2,6.05,Yes,3,No,No
SALE100378,Model Y,Black,2023,2022,New York,54924.42,51,Female,Online,Lease,Delivered,24,100,427.2,10.16,Yes,6,No,No
SALE100379,Model 3,White,2023,2021,California,35332.41,29,Male,Online,Loan,Delivered,21,85,400.6,4.46,Yes,5,No,No
SALE100380,Model 3,Red,2024,2022,California,42603.68,43,Male,Third-party Dealer,Lease,Delivered,2,75,417.7,9.36,No,5,No,No
SALE100381,Model Y,Blue,2023,2019,California,32441.33,35,Female,In-store,Cash,Delivered,10,75,486.2,5.03,Yes,2,No,No
SALE100382,Model X,White,2015,2022,California,58940.59,59,Male,Online,Cash,Pending,27,75,481.3,3.2,No,6,No,No
SALE100383,Model 3,Black,2021,2019,California,44537.03,34,Male,Online,Cash,Delivered,16,75,353.9,6.45,Yes,6,Yes,No
SALE100384,Model S,White,2022,2019,Florida,57293.31,54,Female,Online,Cash,Delivered,25,75,382.4,2.62,Yes,4,No,No
SALE100385,Model S,White,2018,2022,California,40780.94,30,Male,Online,Lease,Delivered,22,50,454.6,2.62,No,6,Yes,No
SALE100386,Model Y,Blue,2019,2022,California,58104.8,49,Male,Online,Cash,Delivered,3,75,531.2,3.66,Yes,5,No,No
SALE100387,Cybertruck,White,2024,2022,California,63848.57,62,Male,In-store,Lease,Delivered,5,100,372.1,4.81,No,5,No,No
SALE100388,Model Y,White,2022,2021,Washington,43902.92,64,Female,Online,Loan,Delivered,5,75,363.2,4.76,Yes,5,No,No
SALE100389,Model Y,White,2022,2023,Texas,77426.65,25,Female,Online,Cash,Delivered,25,100,447.5,9.19,Yes,5,No,No
SALE100391,Model Y,Black,2024,2021,Texas,62197.85,27,Female,In-store,Loan,Delivered,27,60,450.5,5.86,Yes,7,No,No
SALE100392,Model X,Silver,2021,2022,Texas,10354.85,64,Female,Online,Loan,Delivered,7,75,477.2,8.36,No,4,No,No
SALE100394,Model Y,Blue,2022,2024,Illinois,54977.86,24,Male,Online,Cash,Delivered,26,85,422.5,10.38,Yes,5,No,No
SALE100395,Cybertruck,Blue,2023,2024,California,48553.12,55,Female,In-store,Cash,Delivered,18,50,406.8,4.76,No,5,No,No
SALE100396,Model Y,Blue,2024,2022,California,63134.56,47,Male,Online,Lease,Pending,19,75,482.2,5.95,No,7,Yes,No
SALE100397,Model Y,White,2021,2018,Illinois,54640.26,33,Female,Third-party Dealer,Loan,Delivered,5,60,348.9,4.41,Yes,5,No,No
SALE100398,Model 3,Blue,2024,2019,Texas,47241.42,24,Female,Online,Lease,Delivered,26,75,364.1,4.02,No,6,No,No
SALE100399,Model Y,Silver,2023,2021,California,67261.08,44,Female,Third-party Dealer,Loan,Delivered,7,75,460.1,10.73,Yes,5,Yes,No
SALE100400,Model S,Red,2024,2024,New York,62121.4,66,Male,In-store,Cash,Delivered,29,85,518.8,10.68,No,5,No,No
SALE100401,Model 3,Silver,2023,2020,Florida,90431.86,34,Male,In-store,Cash,Delivered,24,100,471.4,5.93,Yes,5,No,Yes
SALE100402,Model S,Silver,2022,2020,Florida,63598.41,68,Female,In-store,Lease,Delivered,22,60,389.9,6.42,No,4,No,No
SALE100403,Model X,Silver,2024,2020,California,61163.74,26,Male,Online,Cash,Pending,4,100,585.8,2.93,Yes,4,No,No
SALE100404,Model Y,White,2024,2023,Texas,43069.37,41,Male,Online,Lease,Delivered,6,75,404.7,1.47,No,6,No,No
SALE100405,Model X,Black,2016,2020,New York,49316.65,20,Female,Online,Loan,Delivered,19,60,465,10.64,Yes,4,No,No
SALE100406,Model Y,Silver,2019,2024,California,60643.11,26,Female,In-store,Lease,Pending,18,85,520.1,2.61,Yes,5,No,No
SALE100407,Model Y,White,2016,2024,Texas,73799.62,69,Female,Online,Loan,Delivered,29,75,331.8,1.91,No,5,Yes,No
SALE100408,Model Y,White,2017,2020,New York,34728.98,21,Male,In-store,Loan,Delivered,17,60,557.5,8.25,Yes,5,Yes,No
SALE100409,Model Y,Silver,2018,2019,Illinois,54290.59,47,Male,Online,Lease,Delivered,5,75,518.9,0.77,Yes,5,No,No
